UserName,Handle,Timestamp,Text,Label,Text_Lower,Text_Cleaning,Text_Token,Text_Token_Stop,Text_Token_Stop_Stem
Yuni Zai Penjual Buku,@ynzpenjualbuku,02/07/2023 14:11,"Politik Harga BBM: Eksplorasi Politik Kebijakan Subsidi Harga BBM Pemerintahan SBY-JK
Debby Wage Indriyo
Averroes Press
2008
162 halaman
250 gram
Ada stabilo
Rp. 25.000,-

#politikhargabbm #debbywageindriyo",neutral,"politik harga bbm: eksplorasi politik kebijakan subsidi harga bbm pemerintahan sby-jk
debby wage indriyo
averroes press
2008
162 halaman
250 gram
ada stabilo
rp. 25.000,-

#politikhargabbm #debbywageindriyo",politik harga bbm eksplorasi politik kebijakan subsidi harga bbm pemerintahan sby jk debby wage indriyo averroes press halaman gram ada stabilo rp,"['politik', 'harga', 'bbm', 'eksplorasi', 'politik', 'kebijakan', 'subsidi', 'harga', 'bbm', 'pemerintahan', 'sby', 'jk', 'debby', 'wage', 'indriyo', 'averroes', 'press', 'halaman', 'gram', 'ada', 'stabilo', 'rp']","['politik', 'harga', 'bbm', 'eksplorasi', 'politik', 'kebijakan', 'subsidi', 'harga', 'bbm', 'pemerintahan', 'sby', 'jk', 'debby', 'wage', 'indriyo', 'averroes', 'press', 'halaman', 'gram', 'stabilo', 'rp']","['politik', 'harga', 'bbm', 'eksplorasi', 'politik', 'bijak', 'subsidi', 'harga', 'bbm', 'perintah', 'sby', 'jk', 'debby', 'wage', 'indriyo', 'averroes', 'press', 'halaman', 'gram', 'stabilo', 'rp']"
ⓅⒶⓀ ⒹⒽⒺ,@goonjol,02/07/2023 13:08,"Pertamax ron 92 gag naik sam koyok e
Seng mundak
pertamax turbo
dexlite
opo maneh siji laliwes
pokok sijine jenis  solar",neutral,"pertamax ron 92 gag naik sam koyok e
seng mundak
pertamax turbo
dexlite
opo maneh siji laliwes
pokok sijine jenis  solar",pertamax ron gag naik sam koyok  seng mundak pertamax turbo dexlite opo maneh siji laliwes pokok sijine jenis solar,"['pertamax', 'ron', 'gag', 'naik', 'sam', 'koyok', 'seng', 'mundak', 'pertamax', 'turbo', 'dexlite', 'opo', 'maneh', 'siji', 'laliwes', 'pokok', 'sijine', 'jenis', 'solar']","['pertamax', 'ron', 'gag', 'koyok', 'mundak', 'pertamax', 'turbo', 'dexlite', 'opo', 'maneh', 'siji', 'laliwes', 'pokok', 'sijine', 'jenis', 'solar']","['pertamax', 'ron', 'gag', 'koyok', 'mundak', 'pertamax', 'turbo', 'dexlite', 'opo', 'maneh', 'siji', 'laliwes', 'pokok', 'sijine', 'jenis', 'solar']"
Polsek Firdaus,@PolsekFird9585,02/07/2023 12:20,"Personil Polsek Firdaus dan Unit Intel Polsek Firdaus  melakukan  deteksi dan  monitor  stock BBM  pasca penyesuaian harga/kenaikan harga BBM Bersubsidi  serta kelangkaan BBM di SPBU - SPBU diwilayah hukum Polsek Firdaus 

#polressergai",neutral,"personil polsek firdaus dan unit intel polsek firdaus  melakukan  deteksi dan  monitor  stock bbm  pasca penyesuaian harga/kenaikan harga bbm bersubsidi  serta kelangkaan bbm di spbu - spbu diwilayah hukum polsek firdaus 

#polressergai",personil polsek firdaus dan unit intel polsek firdaus melakukan deteksi dan monitor stock bbm pasca penyesuaian harga kenaikan harga bbm bersubsidi serta kelangkaan bbm di spbu spbu diwilayah hukum polsek firdaus,"['personil', 'polsek', 'firdaus', 'dan', 'unit', 'intel', 'polsek', 'firdaus', 'melakukan', 'deteksi', 'dan', 'monitor', 'stock', 'bbm', 'pasca', 'penyesuaian', 'harga', 'kenaikan', 'harga', 'bbm', 'bersubsidi', 'serta', 'kelangkaan', 'bbm', 'di', 'spbu', 'spbu', 'diwilayah', 'hukum', 'polsek', 'firdaus']","['personil', 'polsek', 'firdaus', 'unit', 'intel', 'polsek', 'firdaus', 'deteksi', 'monitor', 'stock', 'bbm', 'pasca', 'penyesuaian', 'harga', 'kenaikan', 'harga', 'bbm', 'bersubsidi', 'kelangkaan', 'bbm', 'spbu', 'spbu', 'diwilayah', 'hukum', 'polsek', 'firdaus']","['personil', 'polsek', 'firdaus', 'unit', 'intel', 'polsek', 'firdaus', 'deteksi', 'monitor', 'stock', 'bbm', 'pasca', 'sesuai', 'harga', 'naik', 'harga', 'bbm', 'subsidi', 'langka', 'bbm', 'spbu', 'spbu', 'wilayah', 'hukum', 'polsek', 'firdaus']"
POLSEK LIMPASU,@LimpasuPolsek,02/07/2023 12:14,"Anggota  Polsek Limpasu Melaksanakan giat Pam di SPBU guna kelancaran dan  keamanan bagi warga dalam mengisi BBM, serta memonitor ketersedian BBM  untuk menghindari adanya kelangkaan BBM di Daerah Hukum Polsek Limpasu.

( Limpasu, Minggu, 02 Juli 2023 )
#humaspolreshst
#polreshst",neutral,"anggota  polsek limpasu melaksanakan giat pam di spbu guna kelancaran dan  keamanan bagi warga dalam mengisi bbm, serta memonitor ketersedian bbm  untuk menghindari adanya kelangkaan bbm di daerah hukum polsek limpasu.

( limpasu, minggu, 02 juli 2023 )
#humaspolreshst
#polreshst",anggota polsek limpasu melaksanakan giat pam di spbu guna kelancaran dan keamanan bagi warga dalam mengisi bbm serta memonitor ketersedian bbm untuk menghindari adanya kelangkaan bbm di daerah hukum polsek limpasu limpasu minggu juli,"['anggota', 'polsek', 'limpasu', 'melaksanakan', 'giat', 'pam', 'di', 'spbu', 'guna', 'kelancaran', 'dan', 'keamanan', 'bagi', 'warga', 'dalam', 'mengisi', 'bbm', 'serta', 'memonitor', 'ketersedian', 'bbm', 'untuk', 'menghindari', 'adanya', 'kelangkaan', 'bbm', 'di', 'daerah', 'hukum', 'polsek', 'limpasu', 'limpasu', 'minggu', 'juli']","['anggota', 'polsek', 'limpasu', 'melaksanakan', 'giat', 'pam', 'spbu', 'kelancaran', 'keamanan', 'warga', 'mengisi', 'bbm', 'memonitor', 'ketersedian', 'bbm', 'menghindari', 'kelangkaan', 'bbm', 'daerah', 'hukum', 'polsek', 'limpasu', 'limpasu', 'minggu', 'juli']","['anggota', 'polsek', 'limpasu', 'laksana', 'giat', 'pam', 'spbu', 'lancar', 'aman', 'warga', 'isi', 'bbm', 'monitor', 'dian', 'bbm', 'hindar', 'langka', 'bbm', 'daerah', 'hukum', 'polsek', 'limpasu', 'limpasu', 'minggu', 'juli']"
TahooMan,@AraituLaki,02/07/2023 11:09,"Ciluuukk Bhaaaaa!!!! 

Ga cuman BBM, Listrik pun ganti Harga… Inget yaa, Ganti Harga… 

Keren kannnn… ",negative,"ciluuukk bhaaaaa!!!! 

ga cuman bbm, listrik pun ganti harga… inget yaa, ganti harga… 

keren kannnn… ",ciluuukk bhaaaaa ga cuman bbm listrik pun ganti harga inget yaa ganti harga keren kannnn,"['ciluuukk', 'bhaaaaa', 'ga', 'cuman', 'bbm', 'listrik', 'pun', 'ganti', 'harga', 'inget', 'yaa', 'ganti', 'harga', 'keren', 'kannnn']","['ciluuukk', 'bhaaaaa', 'cuman', 'bbm', 'listrik', 'ganti', 'harga', 'inget', 'ganti', 'harga', 'keren']","['ciluuukk', 'bhaaaaa', 'cuman', 'bbm', 'listrik', 'ganti', 'harga', 'inget', 'ganti', 'harga', 'keren']"
littlebrother,@hankypuji,02/07/2023 10:47,Saya bukan simpatisan si merah tapi mbok ya dibaca yg naik yg mana..kyak pengguna bensin mahal aja  palingan isi pertalite ah sudahlahh,neutral,saya bukan simpatisan si merah tapi mbok ya dibaca yg naik yg mana..kyak pengguna bensin mahal aja  palingan isi pertalite ah sudahlahh,saya bukan simpatisan si merah tapi mbok ya dibaca yg naik yg mana kyak pengguna bensin mahal aja palingan isi pertalite ah sudahlahh,"['saya', 'bukan', 'simpatisan', 'si', 'merah', 'tapi', 'mbok', 'ya', 'dibaca', 'yg', 'naik', 'yg', 'mana', 'kyak', 'pengguna', 'bensin', 'mahal', 'aja', 'palingan', 'isi', 'pertalite', 'ah', 'sudahlahh']","['simpatisan', 'merah', 'dibaca', 'kyak', 'pengguna', 'bensin', 'mahal', 'palingan', 'isi', 'pertalite', 'sudahlahh']","['simpatisan', 'merah', 'baca', 'kyak', 'guna', 'bensin', 'mahal', 'paling', 'isi', 'pertalite', 'sudahlahh']"
n,@hopeucanbehappy,02/07/2023 10:00,"nah iya ka aku juga sebelum naik pakenya pertamax trs pas bbm naik langsung rutin pake pertalite,tapi motor jadi ga enak banget. mau nyesel juga percuma",negative,"nah iya ka aku juga sebelum naik pakenya pertamax trs pas bbm naik langsung rutin pake pertalite,tapi motor jadi ga enak banget. mau nyesel juga percuma",nah iya ka aku juga sebelum naik pakenya pertamax trs pas bbm naik langsung rutin pake pertalite tapi motor jadi ga enak banget mau nyesel juga percuma,"['nah', 'iya', 'ka', 'aku', 'juga', 'sebelum', 'naik', 'pakenya', 'pertamax', 'trs', 'pas', 'bbm', 'naik', 'langsung', 'rutin', 'pake', 'pertalite', 'tapi', 'motor', 'jadi', 'ga', 'enak', 'banget', 'mau', 'nyesel', 'juga', 'percuma']","['pakenya', 'pertamax', 'trs', 'pas', 'bbm', 'rutin', 'pake', 'pertalite', 'motor', 'banget', 'nyesel']","['pakenya', 'pertamax', 'trs', 'pas', 'bbm', 'rutin', 'pake', 'pertalite', 'motor', 'banget', 'nyesel']"
LEON,@leonardprm,02/07/2023 09:56,Harga bensin naik ya,neutral,harga bensin naik ya,harga bensin naik ya,"['harga', 'bensin', 'naik', 'ya']","['harga', 'bensin']","['harga', 'bensin']"
Ntung,@ghijendaiii,02/07/2023 09:20,"Sama banget keseringan pake pertalite jadi ga bisa lari, dulu mah sebelum harga naik gw sering pake pertamax semenjak naik2 trs udh jarang",negative,"sama banget keseringan pake pertalite jadi ga bisa lari, dulu mah sebelum harga naik gw sering pake pertamax semenjak naik2 trs udh jarang",sama banget keseringan pake pertalite jadi ga bisa lari dulu mah sebelum harga naik gw sering pake pertamax semenjak naik trs udh jarang,"['sama', 'banget', 'keseringan', 'pake', 'pertalite', 'jadi', 'ga', 'bisa', 'lari', 'dulu', 'mah', 'sebelum', 'harga', 'naik', 'gw', 'sering', 'pake', 'pertamax', 'semenjak', 'naik', 'trs', 'udh', 'jarang']","['banget', 'keseringan', 'pake', 'pertalite', 'lari', 'harga', 'pake', 'pertamax', 'semenjak', 'trs', 'udh', 'jarang']","['banget', 'sering', 'pake', 'pertalite', 'lari', 'harga', 'pake', 'pertamax', 'semenjak', 'trs', 'udh', 'jarang']"
.,@iamshrkhd,02/07/2023 09:13,perasaan 3 hari yg lalu pertamax 12.500 shell 12.630 knapa pertamax nya turun shell nya naik,negative,perasaan 3 hari yg lalu pertamax 12.500 shell 12.630 knapa pertamax nya turun shell nya naik,perasaan hari yg lalu pertamax shell knapa pertamax nya turun shell nya naik,"['perasaan', 'hari', 'yg', 'lalu', 'pertamax', 'shell', 'knapa', 'pertamax', 'nya', 'turun', 'shell', 'nya', 'naik']","['perasaan', 'pertamax', 'shell', 'knapa', 'pertamax', 'turun', 'shell']","['asa', 'pertamax', 'shell', 'knapa', 'pertamax', 'turun', 'shell']"
jimi cebong,@SunHok19,02/07/2023 09:12,"Pertamax pertalite ga naik.
Yg naik pertamina dex ,Pertamax turbo dan dexlite",neutral,"pertamax pertalite ga naik.
yg naik pertamina dex ,pertamax turbo dan dexlite",pertamax pertalite ga naik yg naik pertamina dex pertamax turbo dan dexlite,"['pertamax', 'pertalite', 'ga', 'naik', 'yg', 'naik', 'pertamina', 'dex', 'pertamax', 'turbo', 'dan', 'dexlite']","['pertamax', 'pertalite', 'pertamina', 'dex', 'pertamax', 'turbo', 'dexlite']","['pertamax', 'pertalite', 'pertamina', 'dex', 'pertamax', 'turbo', 'dexlite']"
idris sahim,@IdrisSahim26701,02/07/2023 08:51,Biaya hidup sdh tinggi tambah lagi kenaikan BBM dan apa lagi yg akan naik sekalian sj..sedih .. sedih kok bisa begini,negative,biaya hidup sdh tinggi tambah lagi kenaikan bbm dan apa lagi yg akan naik sekalian sj..sedih .. sedih kok bisa begini,biaya hidup sdh tinggi tambah lagi kenaikan bbm dan apa lagi yg akan naik sekalian sj sedih sedih kok bisa begini,"['biaya', 'hidup', 'sdh', 'tinggi', 'tambah', 'lagi', 'kenaikan', 'bbm', 'dan', 'apa', 'lagi', 'yg', 'akan', 'naik', 'sekalian', 'sj', 'sedih', 'sedih', 'kok', 'bisa', 'begini']","['biaya', 'hidup', 'kenaikan', 'bbm', 'sedih', 'sedih']","['biaya', 'hidup', 'naik', 'bbm', 'sedih', 'sedih']"
holy man,@alboy_aboe,02/07/2023 08:17,"Itu aja lah pande nya pemerintahan ini, mana tuh partai yg dlu plng alergi dan anti dng kenaikan BBM, mlh mrk yg tnp punya perasaan menaikkan harga BBM di saat masyrt tambah susah, mrk pake cara mdh dng tdk tercapainya target penerimaan pajak thn ini , ya apalagi BBM hrs naik.",negative,"itu aja lah pande nya pemerintahan ini, mana tuh partai yg dlu plng alergi dan anti dng kenaikan bbm, mlh mrk yg tnp punya perasaan menaikkan harga bbm di saat masyrt tambah susah, mrk pake cara mdh dng tdk tercapainya target penerimaan pajak thn ini , ya apalagi bbm hrs naik.",itu aja lah pande nya pemerintahan ini mana tuh partai yg dlu plng alergi dan anti dng kenaikan bbm mlh mrk yg tnp punya perasaan menaikkan harga bbm di saat masyrt tambah susah mrk pake cara mdh dng tdk tercapainya target penerimaan pajak thn ini ya apalagi bbm hrs naik,"['itu', 'aja', 'lah', 'pande', 'nya', 'pemerintahan', 'ini', 'mana', 'tuh', 'partai', 'yg', 'dlu', 'plng', 'alergi', 'dan', 'anti', 'dng', 'kenaikan', 'bbm', 'mlh', 'mrk', 'yg', 'tnp', 'punya', 'perasaan', 'menaikkan', 'harga', 'bbm', 'di', 'saat', 'masyrt', 'tambah', 'susah', 'mrk', 'pake', 'cara', 'mdh', 'dng', 'tdk', 'tercapainya', 'target', 'penerimaan', 'pajak', 'thn', 'ini', 'ya', 'apalagi', 'bbm', 'hrs', 'naik']","['pande', 'pemerintahan', 'partai', 'plng', 'alergi', 'anti', 'kenaikan', 'bbm', 'mlh', 'tnp', 'perasaan', 'menaikkan', 'harga', 'bbm', 'masyrt', 'susah', 'pake', 'mdh', 'tercapainya', 'target', 'penerimaan', 'pajak', 'thn', 'bbm', 'hrs']","['pande', 'perintah', 'partai', 'plng', 'alergi', 'anti', 'naik', 'bbm', 'mlh', 'tnp', 'asa', 'naik', 'harga', 'bbm', 'masyrt', 'susah', 'pake', 'mdh', 'capa', 'target', 'terima', 'pajak', 'thn', 'bbm', 'hrs']"
G Minor,@igoen_anindya,02/07/2023 08:03,"Kirain naik berapa ratus ribu, ternyata cm kisaran 300 - 500 rupiah. Itupun tidak termasuk harga solar, pertalite & pertamax.",neutral,"kirain naik berapa ratus ribu, ternyata cm kisaran 300 - 500 rupiah. itupun tidak termasuk harga solar, pertalite & pertamax.",kirain naik berapa ratus ribu ternyata cm kisaran rupiah itupun tidak termasuk harga solar pertalite pertamax,"['kirain', 'naik', 'berapa', 'ratus', 'ribu', 'ternyata', 'cm', 'kisaran', 'rupiah', 'itupun', 'tidak', 'termasuk', 'harga', 'solar', 'pertalite', 'pertamax']","['kirain', 'ratus', 'ribu', 'kisaran', 'rupiah', 'itupun', 'harga', 'solar', 'pertalite', 'pertamax']","['kirain', 'ratus', 'ribu', 'kisar', 'rupiah', 'itu', 'harga', 'solar', 'pertalite', 'pertamax']"
OtoDriver,@otodriver,02/07/2023 08:01,"Daftar Harga Lengkap BBM Jabodetabek (Juli 2023)
Tak seperti periode-periode sebelumnya, harga BBM di Indonesia mengalami kenaikan harga di pembukaan bulan Juli 2023 ini.",neutral,"daftar harga lengkap bbm jabodetabek (juli 2023)
tak seperti periode-periode sebelumnya, harga bbm di indonesia mengalami kenaikan harga di pembukaan bulan juli 2023 ini.",daftar harga lengkap bbm jabodetabek juli tak seperti periode periode sebelumnya harga bbm di indonesia mengalami kenaikan harga di pembukaan bulan juli ini,"['daftar', 'harga', 'lengkap', 'bbm', 'jabodetabek', 'juli', 'tak', 'seperti', 'periode', 'periode', 'sebelumnya', 'harga', 'bbm', 'di', 'indonesia', 'mengalami', 'kenaikan', 'harga', 'di', 'pembukaan', 'bulan', 'juli', 'ini']","['daftar', 'harga', 'lengkap', 'bbm', 'jabodetabek', 'juli', 'periode', 'periode', 'harga', 'bbm', 'indonesia', 'mengalami', 'kenaikan', 'harga', 'pembukaan', 'juli']","['daftar', 'harga', 'lengkap', 'bbm', 'jabodetabek', 'juli', 'periode', 'periode', 'harga', 'bbm', 'indonesia', 'alami', 'naik', 'harga', 'buka', 'juli']"
Anak Kucing,@AnakKucing1453,02/07/2023 08:01,"Sebagaimana mereka demo dan protes keras kenaikan harga bbm zaman SBY, tapi zaman petugas partai embuh",negative,"sebagaimana mereka demo dan protes keras kenaikan harga bbm zaman sby, tapi zaman petugas partai embuh",sebagaimana mereka demo dan protes keras kenaikan harga bbm zaman sby tapi zaman petugas partai embuh,"['sebagaimana', 'mereka', 'demo', 'dan', 'protes', 'keras', 'kenaikan', 'harga', 'bbm', 'zaman', 'sby', 'tapi', 'zaman', 'petugas', 'partai', 'embuh']","['demo', 'protes', 'keras', 'kenaikan', 'harga', 'bbm', 'zaman', 'sby', 'zaman', 'petugas', 'partai', 'embuh']","['demo', 'protes', 'keras', 'naik', 'harga', 'bbm', 'zaman', 'sby', 'zaman', 'tugas', 'partai', 'embuh']"
Buzzer Tanpa Pamrih,@Bunga_JyKesuma,02/07/2023 07:41,"BBM buat rakyat kelas bawah itu PERTALITE 
Anda tau tdk klu PERTALITE tdk naik ? Yg zalim itu sebenarnya anda",negative,"bbm buat rakyat kelas bawah itu pertalite 
anda tau tdk klu pertalite tdk naik ? yg zalim itu sebenarnya anda",bbm buat rakyat kelas bawah itu pertalite anda tau tdk klu pertalite tdk naik yg zalim itu sebenarnya anda,"['bbm', 'buat', 'rakyat', 'kelas', 'bawah', 'itu', 'pertalite', 'anda', 'tau', 'tdk', 'klu', 'pertalite', 'tdk', 'naik', 'yg', 'zalim', 'itu', 'sebenarnya', 'anda']","['bbm', 'rakyat', 'kelas', 'pertalite', 'pertalite', 'zalim']","['bbm', 'rakyat', 'kelas', 'pertalite', 'pertalite', 'zalim']"
Bisnis.com,@Bisniscom,02/07/2023 07:34,Harga BBM di SPBU Pertamina untuk beberapa jenis produk mengalami kenaikan. Berikut daftar lengkap harga BBM SPBU Pertamina di seluruh Indonesia per Juli 2023:,neutral,harga bbm di spbu pertamina untuk beberapa jenis produk mengalami kenaikan. berikut daftar lengkap harga bbm spbu pertamina di seluruh indonesia per juli 2023:,harga bbm di spbu pertamina untuk beberapa jenis produk mengalami kenaikan berikut daftar lengkap harga bbm spbu pertamina di seluruh indonesia per juli,"['harga', 'bbm', 'di', 'spbu', 'pertamina', 'untuk', 'beberapa', 'jenis', 'produk', 'mengalami', 'kenaikan', 'berikut', 'daftar', 'lengkap', 'harga', 'bbm', 'spbu', 'pertamina', 'di', 'seluruh', 'indonesia', 'per', 'juli']","['harga', 'bbm', 'spbu', 'pertamina', 'jenis', 'produk', 'mengalami', 'kenaikan', 'daftar', 'lengkap', 'harga', 'bbm', 'spbu', 'pertamina', 'indonesia', 'juli']","['harga', 'bbm', 'spbu', 'pertamina', 'jenis', 'produk', 'alami', 'naik', 'daftar', 'lengkap', 'harga', 'bbm', 'spbu', 'pertamina', 'indonesia', 'juli']"
A Kasman Thana,@kasman_thana,02/07/2023 06:24,"Yang naik kan bukan bbm bersubsidi...pertamax turbo,dexlite dan pertamina dex...jadi masih aman...pertalite masih aman....",neutral,"yang naik kan bukan bbm bersubsidi...pertamax turbo,dexlite dan pertamina dex...jadi masih aman...pertalite masih aman....",yang naik kan bukan bbm bersubsidi pertamax turbo dexlite dan pertamina dex jadi masih aman pertalite masih aman,"['yang', 'naik', 'kan', 'bukan', 'bbm', 'bersubsidi', 'pertamax', 'turbo', 'dexlite', 'dan', 'pertamina', 'dex', 'jadi', 'masih', 'aman', 'pertalite', 'masih', 'aman']","['bbm', 'bersubsidi', 'pertamax', 'turbo', 'dexlite', 'pertamina', 'dex', 'aman', 'pertalite', 'aman']","['bbm', 'subsidi', 'pertamax', 'turbo', 'dexlite', 'pertamina', 'dex', 'aman', 'pertalite', 'aman']"
Yon Kou | Chapter 1087,@Febry_Ardyana,02/07/2023 06:11,"Sekarang gw udah pada tahap terserah pertamina mau naikin harga BBM semaunya, ASAL... harga BBM Shell sama Vivo jangan diatur untuk naik juga.
Biar gw bisa bantu pemerintah beli BBM berkualitas daripada beli pertamax yg busuk.",negative,"sekarang gw udah pada tahap terserah pertamina mau naikin harga bbm semaunya, asal... harga bbm shell sama vivo jangan diatur untuk naik juga.
biar gw bisa bantu pemerintah beli bbm berkualitas daripada beli pertamax yg busuk.",sekarang gw udah pada tahap terserah pertamina mau naikin harga bbm semaunya asal harga bbm shell sama vivo jangan diatur untuk naik juga biar gw bisa bantu pemerintah beli bbm berkualitas daripada beli pertamax yg busuk,"['sekarang', 'gw', 'udah', 'pada', 'tahap', 'terserah', 'pertamina', 'mau', 'naikin', 'harga', 'bbm', 'semaunya', 'asal', 'harga', 'bbm', 'shell', 'sama', 'vivo', 'jangan', 'diatur', 'untuk', 'naik', 'juga', 'biar', 'gw', 'bisa', 'bantu', 'pemerintah', 'beli', 'bbm', 'berkualitas', 'daripada', 'beli', 'pertamax', 'yg', 'busuk']","['tahap', 'terserah', 'pertamina', 'naikin', 'harga', 'bbm', 'harga', 'bbm', 'shell', 'vivo', 'diatur', 'bantu', 'pemerintah', 'beli', 'bbm', 'berkualitas', 'beli', 'pertamax', 'busuk']","['tahap', 'serah', 'pertamina', 'naikin', 'harga', 'bbm', 'harga', 'bbm', 'shell', 'vivo', 'atur', 'bantu', 'perintah', 'beli', 'bbm', 'kualitas', 'beli', 'pertamax', 'busuk']"
menapak,@menapak2,02/07/2023 05:51,"Bbm yg naik : pertamax turbo, pertamina dex & dexlite",neutral,"bbm yg naik : pertamax turbo, pertamina dex & dexlite",bbm yg naik pertamax turbo pertamina dex dexlite,"['bbm', 'yg', 'naik', 'pertamax', 'turbo', 'pertamina', 'dex', 'dexlite']","['bbm', 'pertamax', 'turbo', 'pertamina', 'dex', 'dexlite']","['bbm', 'pertamax', 'turbo', 'pertamina', 'dex', 'dexlite']"
ricky_TGP,@TgpRicky77725,02/07/2023 05:37,Nggak Pape naik...tempat gue nggak ada pertamax turbo,neutral,nggak pape naik...tempat gue nggak ada pertamax turbo,nggak pape naik tempat gue nggak ada pertamax turbo,"['nggak', 'pape', 'naik', 'tempat', 'gue', 'nggak', 'ada', 'pertamax', 'turbo']","['nggak', 'pape', 'gue', 'nggak', 'pertamax', 'turbo']","['nggak', 'pape', 'gue', 'nggak', 'pertamax', 'turbo']"
Najib Fadly,@FadlyNajib,02/07/2023 05:31,Berdasarkan hasil survei angka kepuasan terhadap pemerintahan sekarang bisa dipastikan meningkatkan bakal menyentuh 99% karena kenaikan harga BBM kali ini.,neutral,berdasarkan hasil survei angka kepuasan terhadap pemerintahan sekarang bisa dipastikan meningkatkan bakal menyentuh 99% karena kenaikan harga bbm kali ini.,berdasarkan hasil survei angka kepuasan terhadap pemerintahan sekarang bisa dipastikan meningkatkan bakal menyentuh karena kenaikan harga bbm kali ini,"['berdasarkan', 'hasil', 'survei', 'angka', 'kepuasan', 'terhadap', 'pemerintahan', 'sekarang', 'bisa', 'dipastikan', 'meningkatkan', 'bakal', 'menyentuh', 'karena', 'kenaikan', 'harga', 'bbm', 'kali', 'ini']","['berdasarkan', 'hasil', 'survei', 'angka', 'kepuasan', 'pemerintahan', 'meningkatkan', 'menyentuh', 'kenaikan', 'harga', 'bbm']","['dasar', 'hasil', 'survei', 'angka', 'puas', 'perintah', 'tingkat', 'sentuh', 'naik', 'harga', 'bbm']"
Hj Ai Suryani,@HjAiSuryani1,02/07/2023 05:20,"Assallamualaikum Ww, Selamat pagi, berita kenaikan BBM per satu Juli semakin tdk menentunya perekonomian Indonesia , kembali masyarakat lagi semakin susah,tapi para pengusaha dan penguasa semakin makmur ! Apakah warga bangsa akan diam saja ",negative,"assallamualaikum ww, selamat pagi, berita kenaikan bbm per satu juli semakin tdk menentunya perekonomian indonesia , kembali masyarakat lagi semakin susah,tapi para pengusaha dan penguasa semakin makmur ! apakah warga bangsa akan diam saja ",assallamualaikum ww selamat pagi berita kenaikan bbm per satu juli semakin tdk menentunya perekonomian indonesia kembali masyarakat lagi semakin susah tapi para pengusaha dan penguasa semakin makmur apakah warga bangsa akan diam saja,"['assallamualaikum', 'ww', 'selamat', 'pagi', 'berita', 'kenaikan', 'bbm', 'per', 'satu', 'juli', 'semakin', 'tdk', 'menentunya', 'perekonomian', 'indonesia', 'kembali', 'masyarakat', 'lagi', 'semakin', 'susah', 'tapi', 'para', 'pengusaha', 'dan', 'penguasa', 'semakin', 'makmur', 'apakah', 'warga', 'bangsa', 'akan', 'diam', 'saja']","['assallamualaikum', 'selamat', 'pagi', 'berita', 'kenaikan', 'bbm', 'juli', 'menentunya', 'perekonomian', 'indonesia', 'masyarakat', 'susah', 'pengusaha', 'penguasa', 'makmur', 'warga', 'bangsa', 'diam']","['assallamualaikum', 'selamat', 'pagi', 'berita', 'naik', 'bbm', 'juli', 'tentu', 'ekonomi', 'indonesia', 'masyarakat', 'susah', 'usaha', 'kuasa', 'makmur', 'warga', 'bangsa', 'diam']"
